text,label
Nhìn đào của abe.... Chịu chán dell muốn nói.,CLEAN
Thầy giáo nhà ngta,CLEAN
Bố Tùng :((,CLEAN
Trend này đc các thanh niên Việt Nam áp dụng khá lâu r ko như các bn Hàn Quốc bây h mới bt,CLEAN
Nguyễn Thị Duyên đâu cũng thấy chị xuất hiện,CLEAN
Mới ăn hôm qua.ko biết là sam hay là so. 😣😣,CLEAN
? Ủa j zậy cha nội kím chuyện hả,CLEAN
"Cave chịch đc tiền, làm thiếp bị chịch free rồi còn đc đè đầu cưỡi cổ nữa :)))",HATE
Vấn đề này thì xhcn hay tbcn đều có hết nhé,CLEAN
Hợp lý @@,CLEAN
"Phố bolsa là nơi bịa đặt  đồn tin thất thiệt lại có những người phét lác như trần dần thế mà vẫn có những người tin đúng là "" ngưu tầm mưu mã tầm mã""",HATE
Thương chị Huyền Mi lắm 🥴,CLEAN
Bán ba cái nước hoa xạo,OFFENSIVE
Có mỗi cái phòng 4m2 làm thế giới riêng tự tay sắp xếp mọi thứ cũng đéo được yên,CLEAN
Toang thật rồi là 1 fan bóng đá buồn thật chứ ko đc xem đá bóng rồi: haiz,CLEAN
nói QC game lại tự ái,CLEAN
"Tại luật pháp vn chưa nghiêm thôi , luật nghiêm mà cứ phạt nặng ( động đến kinh tế bố thằng nào ko hốt ) bên hàn chỉ vượt quá nồng độ cồn mà lái xe nó thu bằng 1 năm và phạt 1tr won lên có thằng nào giám đâu",CLEAN
23:30 cười ỉa chảy,CLEAN
Em chào chị ba  chị ba có tấm lòng từ bi luôn giúp các em nghèo khổ,CLEAN
Tới già nghe anh :))),CLEAN
khi nào xóa kênh nhớ rì viu anh nhé!,CLEAN
"Thấy tốn tiền nhà nước hong mấy chị \""có ý thức\""",OFFENSIVE
Trần Vũ đúng đúng😂,CLEAN
Chúc gia đình thầy 1 ngày chủ nhật yên bình,CLEAN
"Dùng nhiều cũng phạt, dùng ít cũng phạt.:))",CLEAN
Tiên tri vũ trụ à! Ta là cụ tổ của Tiên tri vũ trụ đây! 2020 Tiên tri vũ trụ sẽ chui xuống đất ở nhé!🤣🤣🤣,CLEAN
Nguyễn Thanh Chiến đêm tỏ tình nha 😅,CLEAN
Lew lew,CLEAN
😢,CLEAN
No qua ma oi nguoi ta giau kg ai ma dem khoe nhu ma dau noi la biet no roi 2020 ruoc ma ve no dum nha con khoai dot phao,HATE
Cực kì thuyết phục:3,CLEAN
Tết nhuộm màu gì cho ngầu,CLEAN
Già mà non =))),CLEAN
Đéo giống ai trên cái trái đất này,OFFENSIVE
Ôi: đúng là cách sử lý chánh ô nhiễm môi trường của việt nam. Các lãnh đạo tài giỏi và tin cậy của nhân dân có cách sử lý ô nhiễm thật khoa học đã giúp pômôsa giải tỏa những núi chất thải mà không ô nhiễm không ảnh hưởng đến sức khỏe và đời sống của nhân dân. Nếu có ảnh hưởng thì chỉ ảnh hưởng cán bộ lãnh đạo thôi.,HATE
"Ai có Facebook hay mạng xã hội nào nhà tiên tri vũ trụ dùng k ạ,cho em link em follow ạ",CLEAN
Phạm Minh Tuấn công nhận nge mãi k chán,CLEAN
"thằng ad mày ráng làm theo đi nhá, bọn tao ủng hộ hết mình, yên tâm là sau khi mày tự tử bọn tao sẽ lập page 1000like để hồi sinh mày, ko lo đâu",CLEAN
Vui tính ra phết nhỉ,CLEAN
🤔🤔🤔🤔🤔🤣🤣🤣,CLEAN
sao a???,CLEAN
Nhìn có vẻ vô lý nhưng rất thuyết phục,CLEAN
Căng quá abe ơi,CLEAN
Đội ơn chị kế toán,CLEAN
"thả tôm bắt tép ,rốt cuộc mất cả tôm lẫn tép,giờ khóc lóc",CLEAN
"Trang về vườn hoa, cây kiểng. Mong bà con chia sẽ, góp ý. Admin đừng xóa, em cảm ơn",CLEAN
Ai giải quyết dùm má má ô đáng đời r,CLEAN
chuẩn mẹ luôn 🙂,CLEAN
Hồng Trần ui ở Dịch Vọng này,CLEAN
Hết r :)),CLEAN
Mat do đẹp quá 😍,CLEAN
Cách làm ān cüa csvn !!!!,CLEAN
Beautiful :)),CLEAN
"Thằng AD này, mày điên à",HATE
Gọi taxi khéo mấy anh lại bảo gây khó khăn cho các anh trong việc xử phạt vi phạm nồng độ cồn.,CLEAN
"Tâm Nguyễn t mắc cười thật,Quốc tịch VN thì không ở VN chứ ở đâu :))) có thấy người ta chê cái VN này chưa,khi nào nó chê đi tao dô chưởi phụ dí mày :))) nó giàu nên nó đi chuyên cơ riêng mình nó về rồi vô cách ly luôn đó ba ạ",CLEAN
cận CL ! dân nghèo rớt ra xây cái nhà ga 900mil USD... 2` @@,OFFENSIVE
Khánh Băng Chán ko bt nói sao luôn á,CLEAN
Đồ giả,OFFENSIVE
Anh Thi cho 3 vé,CLEAN
"Khi chế độ cs trung cộng sụp đổ ( điều này đang đến gần bằng chứng là ""làn gió độc"" của các cuộc biểu tình ở HongKong đang lan vào đại lục điển hình là Thượng Hải vào ngày 04-12-2019 ,Vũ Hán - Hồ Bắc tháng 07-2019, thị trấn Văn Lầu- Quảng Đông 28-11-2019...) thì người dân xứ đông Laos sẽ làm gì với bọn cs xứ này??? ..xin xem hồi sau sẽ rõ ( sẽ có thêm lời bình của Mao Ton Cương).",HATE
Hóng clip thử thách 24h ngủ với Susan của Abe nào ae 🙂,CLEAN
Đinh Công Thành haha,CLEAN
Thảo mai thực sự,CLEAN
"em có ktyt 4 lớp kháng khuẩn hàng CHUẨN có giấy tờ hóa đơn đầy đủ nhé mng, giá hơi cao vì tình hình dịch đang ngày càng nghiêm trọng và lượng khẩu trang đang dần cạn kiệt ạ",CLEAN
"Mấy chú mấy bác trị tham nhũng mạnh tay tử hình hết dùm, rồi lấy tiền lo cho dân đâu ra đó thì đéo có thằng nào rảnh phản động đâu mấy chú mấy bác ạ.",HATE
đúng vl anh ưiiiii 😂,CLEAN
"Ủa chứ em nghe mấy chú mấy bác hồi xưa kể là người ngoài Bắc với tư thế hào hùng đào núi, vượt rừng vào Miền Nam giải phóng ách đô hộ của thực dân pháp. Vậy khí phách anh hùng, hào cường ngày xưa đâu rồi. Sao giờ than với rên nghe chi mà não ruột quá dạ.",HATE
Phong quá khen 😂,CLEAN
no ko co o Vn.lam sao ma cao dc ban oi,CLEAN
Khánh Chi Ghim,CLEAN
Trung đẹp đấy mà đéo ngầu bằng tao đâu 🤪,CLEAN
cái chính quyền như cái lờ,HATE
Xoăn sương sương :)),CLEAN
"Cùng lắm thì mình về quê, mình nuôi cá và trồng thêm rau <3",CLEAN
Ko chừng các đồng chí mua phẩm màu về rải ấy :),CLEAN
Phát Võ :v :v,CLEAN
Nhìn số like mà sướng tím người😆,CLEAN
Ong tien  tri oi ong coi thu co con cat cua toi mot ngay nung may lan,CLEAN
Nghĩ tới chán gì đâu,CLEAN
Sai lầm lớn nhất của tuổi trẻ,CLEAN
Co bi lam sao o,CLEAN
Duy Linh Bởi vì khẩu trang k thần thánh như dân buôn khẩu trang vẫn thường quảng cáo,CLEAN
Nói dung hay Sai nhưng mà koa lời nói mạnh là OK,CLEAN
"Tình hình dịch như bh , cta nên thả anh Bảnh để a nhảy đuổi viruss vs thả luôn a huấn để a lm công tác tuyên truyền 😞",CLEAN
10 năm trước FB đâu ra bà ngoại,CLEAN
căng...,CLEAN
Tưởng k có tuổi vs vong ba gà,CLEAN
Tạ Trần Yến Nhi bị thế đ nào đc,CLEAN
Dành cho DLV đòi link đòi xác minh :v,CLEAN
Tự hào thầy Ba gold :)),CLEAN
"Nl số 1 á, ta thích c trinh nh géc thèn tiệp vãi",HATE
Hhhh,CLEAN
Run men house,CLEAN
cái mỏ l*n trong làng hài khẩu nghiệp!,OFFENSIVE
816550474,CLEAN
Chủ thẩm mỹ đẹp trai quá àk,CLEAN
Văn Tuấn Mai hàng F1 là vi phạm pháp luật hồi nào v bạn ?,CLEAN
thuyết phục cực kì,CLEAN
Sao livestream ngoài đường không 😂,CLEAN
Chi noi chuyên vui quá,CLEAN
Cho t hỏi cái trong tay chị ấy đang cầm mua ở đâu :)),CLEAN
Công thức đập của thầy ba hayy vãi ae à,CLEAN
Cố lên những người con Việt Nam,CLEAN
Toi ma biet cong tu kinh doanh cai gi thi tay chay san pham do .that xau ho,HATE
Em mình cũng dễ thương nè ❤️,CLEAN
Đài loan tượng đài tưởng zới thạch to đùng,CLEAN
Nghi việt nam đứng thứ 03 lắm 🙂🙂,CLEAN
Yêu Idol.,CLEAN
Vinh Nguyễn Văn c.i vừa sinh baby hơn 2 tuần r á e 😁,CLEAN
Nguyễn Hoài Mong mv mới của jack ý mà nhạc thì như trên,CLEAN
Xl,OFFENSIVE
Em oi ..con Linh Dai Loan no´co´nhô? lông dai´cua em chua ma em lai lên Xi`Gon`kiêm´no´con nua?..lam`nhu em co bao nhiêu vang`lây ra deo hêt´hay sao vây ???..dzom`giông vang gia?..nhin den thui`lui`ha`..nêu´la vang thiêt thi no se sang´loe`luôn ah em oi cho anh noi nghe ne..em quên cai con Linh Dai Loan di ..no´noi bon CSVN an cut´cua no nêu´ma no ngung goi tiên USD ve thôi..chu no không co noi em an cut´cua no..em co biet Miên Tây bây gio bi nuoc man va khô han khong ne ???..bon Trung Quôc no ngan dong`chây? cua sông Me Kông rôi...dân mien Tay se chet doi´het..em chui? thang Trung Quoc dum anh di em...em dzam chui? khong ne ??..anh so bn Trung công no´den nha em no nhô? sach lông dai´cua em do nha,HATE
"tụi hq này bắt trend trễ z,mấy chục năm trước ở VN đã có trend này r :)))",CLEAN
My Sói trong page này độ có up nè,CLEAN
"Ai trong số chúng ta cũng biết lương thu nhập DANH NGHĨA (số tiền lương) đang RẤT THẤP. Nhưng vấn đề là lương THỰC TẾ còn THẤP HƠN. Lương thực tế = Lương danh nghĩa/ Giá cả. Giá cả bây giờ rõ đắt đỏ mà tiền lương vẫn thấp lèo tèo. Bên cạnh đó, tỷ giá h",CLEAN
Cảm ơn cc,OFFENSIVE
"I am searching for beautiful girl in the comment section, so that i can reply her and send friend request later, in hope that she will become mother of my children, who are waiting for her at home.",CLEAN
Ctrinh dau tien cua come out ma minh xem. Thich co. MH ghê,CLEAN
Nguyễn Quốc An thầy ba stress mấy giờ z tụi xem vs,CLEAN
"Hay quá, nhiều nước trên thế giới khoa học tiên tiến mà chết thấy thương.vn trị dc nge như mơ.",CLEAN
nước cốt ruồi kìa Sang Thanh m thích uốg lắm đó,CLEAN
Tự do ngôn luận mà hở ai nói trái ý mấy má là mấy má nhảy đành đạch ... học người ta kìa luôn học hỏi tiếp thu ý kiến cho dù là ý kiến bất đồng như vậy mới phát triển được ... bọn mày ai nói khác xíu bu vào chửi này kia rồi dlv này nọ ... quá bôi cho bọn mày,HATE
E muốn chơi PUBG mà k có acc. Anh chị nào giúp e với,CLEAN
Từ nhỏ đã thích nghe nhạc KP r,CLEAN
mong bác yên nghỉ 😢,CLEAN
Mai làm ván cho team thăng hoa anh ơiiiiiiiii,CLEAN
🙃🙃🙃,CLEAN
Loại mày trước sau gì trời cũng đánh mày,HATE
nát cmnr,OFFENSIVE
Hưng Phạm sao mình nhập nó bảo nhận đc huy hiệu jax rồi mà vào game lại k thấy b nhỉ,CLEAN
Đả cẩu bổng pháp của tổng chủ đang triển khai vô cùng lợi hại 😤,CLEAN
Độ à sao a k thể mặc vest cho ngầu v a :((,CLEAN
Ông bố của năm🤣,CLEAN
ホアン ラム・ m ko tin akhah ??,CLEAN
Bắt Ông ta đứng dậy múa đường quyền bằng được thì mới thôi!!!🤣❤💪,CLEAN
Có bạn nào đang thấy lạnh k !!!,CLEAN
Mời em về với tộc của anh :))),CLEAN
Nhìn chi sang quý phái !,CLEAN
Ban gai quoc dan dang thay do o nha minh nhe :3,CLEAN
Đời mà chii,CLEAN
Xin clip với bạn,CLEAN
"Nguyễn Hữu Minh mua đôi này hàng fake đủ mua bitis real cmnr , chất lượng ăn đứt con hàng dởm này",OFFENSIVE
Bố tôi đấy hả các ông,CLEAN
abe dạo này nóng quá à hoong quạo nha abe . số abe nó mở ra zị thôi chửi cc nè abe,CLEAN
Làm cách nào để lên Mặt Trăng sinh sống :)),CLEAN
Liverpool lại không vô địch sớm 8 vòng đấu được rồi,CLEAN
Nhìn hơi sai sai ad ới,CLEAN
đc thầy ơi,CLEAN
Độ tày :))),CLEAN
Sống chậm thui ae,CLEAN
Sư phụ nói chuyện đáng iu với chất phác quá à,CLEAN
Chúc mừng anh Ba :)),CLEAN
Cứ nhiễm tnay sao e dc mẹ cho đi ra ngoài đi cf :((((,CLEAN
lại nữa àh.... tụi thân cộng nó như sói đói... luôn luôn rình rập,HATE
anh tôi =))),CLEAN
Trời ơi...cô dễ thương xỉu♥️,CLEAN
Studio mới luôn rồi,CLEAN
Trung bá zoe,HATE
Anh em cùng tổ tiên với con NGUYỄN HỒNG NHUNG à,CLEAN
Có một điều,CLEAN
Nghĩ ít thôi =)),CLEAN
Đm abe giống bóng vcccc,HATE
Hâm mộ quả page này v. Đã chửi hay lại còn vẽ đẹp. Phát huy nhé ad oiiiiiiiii,CLEAN
Qúa hay,CLEAN
chị ba thử đăng video chửi tổng thống mĩ đii,OFFENSIVE
hic,CLEAN
Cười chết được,CLEAN
May la co nguoi dai loan lay my do my the bao sao ai cung ghet song cac cu vi lam di 9 phuong con 1 phuong de lay chong nhe,HATE
"Cuộc sống mà , ae ủng hộ album quảng cáo của thầy t nhe",CLEAN
Cực kì thuyết phục 😄,CLEAN
Bố độ chấn tiền Ah Bô Cao Lãnh :((,CLEAN
Trung cộng phát hiện có cả virus trong nước tiểu nhé.,HATE
Cái mieng con linh loc  ik nhu cái lon trau,HATE
Xin loi chi hieu ban dau moi thay chi em ko biet chi la the gioi thu 3 dan em moi biet chi dep lắm  chi nói  chuyen dễ thương quá,CLEAN
lý phục vô thuyết nhưng nghe lí hợp =)) ~~~,CLEAN
Huyền Khánh Phùng giống bố hồi nhỏ phết,CLEAN
Khong noi nhieu 🙂,CLEAN
Lê Hà Thư cái lol j đây,OFFENSIVE
Văn Hùng m là người làm ra trend à :)),CLEAN
Hơn rồi nhé,CLEAN
Cuop,CLEAN
Từ chối lớn 😣,CLEAN
Nghe mà muốn đập cái đth đm :))),OFFENSIVE
Phạm Văn Đồng về VN cách ly free =)),CLEAN
Sống thực tế đi bà già,CLEAN
Cố  gắng  giữ  sức khỏe  nha bác  trần  dần đất  nước  mong  bác về  nước  cống  hiến cho  đất  nước,CLEAN
bác dũng 2 khóa thì cũng về dc rồi :T,CLEAN
Thôn thì làm j tới mức đó đc nhỉ ??,CLEAN
Hồ Thị Trúc Phương hôg sao..khoảnh khắc huyền thoại khác sẽ ra đời 🤣🤣,CLEAN
Lâm Phương chắc năm sau thi rồi :)),CLEAN
"Phương Vy đừng vầy nha mại, mặc dù t hề hước với m nhưng hãy tội nghiệp thằng ck m nữa chứ 🙂🙃",CLEAN
nghỉ lâu thế thầy :(((,CLEAN
Ngoan quá nên là k ai chơi cùng :)),CLEAN
Ánh Dương anh Độ nói thế mà :V,CLEAN
Qua đấy đừng dạng háng chờ team gánh nha Abe dấu bé 3,CLEAN
Vũ Trọng Chiến chắc miền bắc. Hhhh,CLEAN
Ôi tiền!,CLEAN
Đi ngược với chính sách ngu dân chỉ có chết,OFFENSIVE
vui là chính,CLEAN
Tùng sói cute dễ sợ,CLEAN
Lê Ngọc Minh Châu đóng học phí trong nonolive là chổ nào vậy bạn,CLEAN
Vãi cả nguyễn thị tươi khắm àh nhầm tươi thắm 😂😂😂,HATE
Có anh Cọp cũng đo buồn lắm,CLEAN
Hóng thầy 3 làm 1 số clip về pubg,CLEAN
Phạm Minh Tuấn ảnh của ông à,CLEAN
"đoạn cuối sai sai ta, t cứ tưởng mụ phù thủy sẽ hóa thành 1 cô gái xinh đẹp để sống cùng chàng trai mà ai ngờ lại hóa thành trai cao to lực lưỡng 😅",CLEAN
"Ở hàn quốc còn chưa lo huống gì việt nam , hãy tin vào nhà nước thì họ sẽ làm đc",CLEAN
Có ai xem trên 2 lần ko vậy ?,CLEAN
Ngủ đang ngon bị lôi dậy đeo khẩu trang cáu ông bà già thực sự,CLEAN
M.n ơi cho mik hỏi mik theo dõi cô mà mik hk pít cô là con gái thiệt hả m.n,CLEAN
Học sinh Úc trông cũng rất gì và này nọ phết :))),CLEAN
Đưa về VN bằng máy bay riêng thì nó ở cái tầmmm :)))),CLEAN
Kiểu tóc khiến ae gục ngã,CLEAN
"Homie là gì vậy, đọc mấy kia thì hiểu rồi mà ko hiểu homie",CLEAN
Chửi bậy cũng có phải có văn hoá !!! page này giải trí vĩ lòn. Thích thích,OFFENSIVE
Made in vietnam,CLEAN
Thương anh mong anh chết sớm cho đất nước bớt đi một loại phân,HATE
Hẳn là chị Tiên e chồng Hà Tăng,CLEAN
a tôi đấy =)) đẹp trai như hàn quắc ý nhờ =)),CLEAN
Ad ăn phân con j mà ngu thế......????,HATE
Bà hổn láo quá,HATE
Tiên tri gi gọi là tri thần kinh,OFFENSIVE
Ôi dm phát biểu vây coi dân nhu đồ ngu chắc,OFFENSIVE
Mọi người đều xanh... trừ thầy :)),CLEAN
@BINH VU bạn ghi y chang thế nó tự thành vậy đó,CLEAN
Lâm Đỗ Hoàng Thông panba,CLEAN
Ông Dần nói như con vẹt ấy ! Không biết có thoát covi19 không mà dám nói sẽ về VN  vài năm tới - nghe hài ghê !,CLEAN
bắc kỳ con đâu rồi con trai ???mâm nào cũng có mặt con mà @@,HATE
"Tính tạo trend , nhưng fail cmnr",OFFENSIVE
Nói về thương mại tiger nude cũng hiểu 1 chút đó,CLEAN
Ông chủ đẹp quá,CLEAN
Thì ra là hình cánh hoa :v,CLEAN
Lê Hoàng Trọng bác cho tui xin vd đc k bác,CLEAN
Thất bại của ngành giáo dục,CLEAN
"Trừng phạt kiểu gì thì nói rõ ra lun, cứ lòng va lòng vòng thế ai chơi. Nói lảm nhãm anh Trump lại rút hết Visa tống cổ cả hơn 300.000 sinh viên trung cộng về nước thì chúng nó lại chạy Grap hết thì khổ 🤣",CLEAN
Đạt Nguyễn chó là bn ko phải thức ăn 😂😂,CLEAN
Nguyễn Tài koi ccc bn,HATE
❤,CLEAN
Chả liên quan nhưng sinh xong e bé như con tự kỉ ... Được bà chị đọc cho nghe bài của Thắm mà cười rung rốn !!! Thấy thoải mái hẳn như tìm lại chính mình ý... Tks page nhé 😍😍😍,CLEAN
Đm cái con nhà quê nhiều tham vọng !! Sủa ít thôi .,HATE
Dụ má,OFFENSIVE
Trong Nguyen Nồn còn đẹp hơn bài này 😂😂😂,OFFENSIVE
Ngon mẹ gì mà ăn nhỉ,OFFENSIVE
Ước gì sự giàu có tỷ lệ thuận với ý thức của Nhung.,HATE
Đéo phải ông già mình đâu các bạn,CLEAN
Việt Nam cố lên,CLEAN
Hà Lội TP đáng sống nhất ..... VI THẾ CÁC BẠN BAKE ĐUNG ĐU CÀNG VÀO NAM . CU Ở NGOÀI ĐÓ MÀ HIT KHÍ THIÊN ĐUONG,HATE
Ủa tưởng vậy là ngầu à :v,CLEAN
hợp lí anh ưiiiiiii,CLEAN
Abe tính cả rồi đánh VCSA xong bán suất trả nợ cho sena,CLEAN
Vì mèo Tôm em có thể lăn lóc bò trườn để đc xem:((,CLEAN
"Đi văng cũng đc mà má, google đi văng gỗ đi",CLEAN
nữa đêm nghe chửi cười sản luôn kkkkk,CLEAN
Ngồi yên để thầy kể về 1 huyền thoại :)),CLEAN
Tất nhiên là vấn đề....vấn đề là tất nhiên 😃😃😃,CLEAN
Tức diêng là bác có quyền đổi tên Tập Cận Bình thành... Cập Tẩm Bình rồi😀,CLEAN
Xin hân hạnh giới thiệu nghệ sĩ hài số 1 trong làng esport việt,CLEAN
"Trần Đoàn nhìn cũng đẹp, nếu bán quần áo, lai-chym thử đồ, bán sẽ đắc hàng, chứ bán nước hoa hơi khó bán, nhưng được cái lời nhiều như bán mỹ phẩm. Thà lời ít bán nhiều, ăn ngon hơn lời nhiều mà bán ít nhá ^^~",CLEAN
"Khổ a tao, có cái tên suốt ngày bị lấy.",CLEAN
đúng là cuộc đời ...hài vãi,CLEAN
lik đâu dcm,OFFENSIVE
Mẹ làm ảnh hưởng bon tao Vl,OFFENSIVE
Nguyễn Thanh Chiến đêm tỏ tình nha 😅,CLEAN
K7 ????,CLEAN
Chúc b mau sớm được chữa trị b Quỳnh anh đừng buồn đừng lo lắng quá nhé chúc hai b sức khỏe,CLEAN
Này đẹp hơn,CLEAN
Ghê... Con bú trên bố bú dưới ::::)),OFFENSIVE
Ai biết mimosa là ai không ạ :))),CLEAN
"3. điều mà ai cũng biết, xây dựng ở vn luôn gian dối, từ lúc đấu thầu cho tới lúc lắp wc",CLEAN
Cay vãi c***,OFFENSIVE
Đứng hình mất 4s :)) cool ngầu :)) Đẹp trai gần nhất nhì cao bằng🤣,CLEAN
Âm tính nhé 🙂,CLEAN
Duy Khánh khuôn mặt Tiệp sau khi về nhà,CLEAN
Thương Xiu lại 1 cơn sốt cho mà xem. 10tr lượt xem chỉ sau 24h công chiesu. Mv đạt kỉ lục các thê loại,CLEAN
Tùng ngoan lắm nha mọi người,CLEAN
cũng đc đó,CLEAN
Cho đi tù thì lại bảo quá đáng,CLEAN
Nó tập ở đảo nhà nó liên quan đéo j đến VN? Hay chúg mày nghĩ toàn bộ đảo ở quần đảo HS lẫn TS đều của VN?,CLEAN
Page có 402 fan cứng lận bao giờ ms tới lượt :v,CLEAN
đủ vui chưa bro ?,CLEAN
Chi ba vàng ngọc từ bi quá,CLEAN
"A Ku Lộc k phải nó thì là ai, đến bh còn bảo k phải do nó. Khai gian dối để qua cửa kiểm soát là tội đồ lớn rồi. Làm gì dễ có chuyện gần như cả khoang hạng thương gia lây như thế",HATE
Hong kong anh hùng!,CLEAN
lại đêu,CLEAN
Con cho,OFFENSIVE
Có phải cô bé tên Nhung không ad.,CLEAN
Khúc Hương Giang dẹp mẹ đi ra tết ai chơi :) để coi tết được dô chơi zới m,CLEAN
Ý bạn là cô Lê na? :))),CLEAN
Võ Hoài Phong xin video,CLEAN
"Khi quay lại sẽ tốt hơn , vì học hỏi được cái hay của nước ngoài",CLEAN
Giọng thế này đừng nên thử vs nhạc dance,CLEAN
Ừ chắc dây heng 😂😂😂,CLEAN
Đm thua vcl :)))) phim hài à :)))) Troll vcl,CLEAN
Sống chậm quá mng ơi :)),CLEAN
Đưa cô lên top thịnh hành nào !!!,CLEAN
Mình éo có ip nên test trên android nhé :v,CLEAN
"Cho ko mat duoc nga voi,nhung chi 3 an cuc duoc do nha chi 3",HATE
Quà dành tặng abe khi tết về =)),CLEAN
bê quá,CLEAN
Tôi đang xem Hài hay phóng sự đây admin,CLEAN
Em de mat nhu vay nhin rat dep nhin de thuong lam em gai oi,CLEAN
mà nhập code này là đc 2 huy hiệu luôn à ??,CLEAN
Nhanhh that su :))),CLEAN
Sức công phá huỷ diệt của mèo Tom :)),CLEAN
Clm thầy,HATE
Con linh ca loc no o doai loan,CLEAN
Phía sau thằng đàn ông thất bại là con đàn bà xui dại :v,CLEAN
Ánh sáng của Đảng sẽ soi sáng cho chúng ta,CLEAN
Đu lại có cớ xây sb long thành đây mà. Thôi đạp bỏ sb tsn đi. Xay long thanh,CLEAN
Thằng xăm hình said :,CLEAN
Đức Huy vô nghe thầy giảg bài nha,CLEAN
Nguyen Loc k ship do an dc r,CLEAN
Nghe ko thuyết phục lắm nhưng có vẻ hợp lý =]]]~,CLEAN
Trend đó việt nam tụi tao dùng lâu rồi,CLEAN
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,OFFENSIVE
xạo bà nói câu đó có ngày bà nghèo cho biết,HATE
Phùng Ánh Nguyệt Phùng Như Quỳnh Ngọc Ánh Yến Lê Triệu Minh TOàn KÒy Hạ Anh làm đc không các bạn vào bờ thôi,CLEAN
Con Bố Chuyên hot trend đấy đừng đùa,CLEAN
Chợt nhận ra những điều mình làm là vì ai? Cố gắng vì điều gì?,CLEAN
"Và chúng nó nghĩ rằng đây là ""Sáng Tạo"" chứ ko phải ""Ngu Si"" hay ""Giết Người"" 😡😡😡",CLEAN
Xin 1 lần đc bắt kịp🤣,CLEAN
người làm thầy 3 + sena + petlan và bố già kalista thua mấy ngày nay,CLEAN
Ngó mệt,CLEAN
"Sao Vlog sang quá mà, ý thức củ loz vayy?",HATE
Đức Mạnh gaga,CLEAN
Đijt mẹ thằng ad phản động tuyên truyền vớ vẩn,HATE
Khá cayy 😂,CLEAN
Võ Minh Hiếu xin vid ạ,CLEAN
Nghe vô lý nhưng lại thuyết phục vl :))),CLEAN
Bố tổ sư. Súng bắn không trúng. Để tao bắn cho phát chẳng lòi phèo ra. Cạn lời,OFFENSIVE
Già mà dơ,OFFENSIVE
Nguyễn Kiên 3 que là sao ạ,CLEAN
Tiến Nguyễn Chiều mới đi qua đúng ko :)),CLEAN
Diệp Đình Huy phục cái địt mẹ mày,HATE
Có hiểu quá cảnh là gì ko?,CLEAN
đẳng cấp cao có khác <3,CLEAN
Thôi xong 1 chú xxx lau chau nhanh nhảu,CLEAN
DLV ngu lol lại còn lắm đứa hùa theo thể hiện đầu óc đúng là cặn bã. Lại còn lắm thằng bảo Việt Tân tài trợ Phan Anh nữa chứ.,HATE
?,CLEAN
sân bay tình hình như vậy chỉ có kiệt sức thôi. khai báo cho cố vô ko chịu cách ly giờ lòi ra cả đống luôn. 1 đứa bệnh 1000 đứa cách ly ai mà chơi lại.,CLEAN
Tộc tưởng phải đứng giữa hai chị đẹp gái kia mới hợp lý hơn không=)),CLEAN
Phạm Đức Anh cười k chịu đc 😂,CLEAN
"cái đmm nhé ad, đừng có vơ đũa cả nắm, ăn cứt cả đống nhé con. 4.5 tr Đảng viên k phải ai cũng xấu mà để m nói cái giọng của loại chó đấy. cái page chó bẩn ngu si này. m ra xem ngoài xã hội đầy Đảng viên vẫn nai lưng đi làm để nuôi đầy cái giống đéo ph",HATE
"Hóng thánh, Đầu xui đuôi lọt",CLEAN
Đình Quang 😂😂 thuyết phục,CLEAN
Tao xem mà t vui gần chết ! Nghe sướng lỗ tai 👂👂👂,CLEAN
Kiểu này là toang thật rồi,CLEAN
Dân 7k cười dân 30 ???,CLEAN
Cần tiêu diệt dân tộc Tàu khựa,HATE
Trung Vũ VIẾT HOA bts LÊN,CLEAN
Combo bất hạnh 🤣🤣,CLEAN
Hay lắm pro ?,CLEAN
Giàu mà xài tiền giả,CLEAN
"Nhật cũng đéo phải thằng vừa gì đâu, với mấy thằng Đức nữa, thử khủng hoảng chính trị quân phiệt nhật nó lên xem nó có san bằng cái châu á ko :))",HATE
Nghe thì vô lý nhưng mà nó lại hợp lý vch :>,CLEAN
vinahouse anh 3 :)),CLEAN
Sung ban cat 1km thi sao ma trung .dao chem cach 10 m thi lam sao ma đut nha tien chi phet lac,HATE
Báo chí gì mà nói sạo lộ liễu. Nản,HATE
Linh lốc cái mỏ như cái lồn,HATE
ông là bố hay là con tôi đây,CLEAN
"Thấy bảo hot năm nay cứ phải lát cốt, nhưng phải lồi mõm :))",CLEAN
Anh trung vô diện,CLEAN
Nhưng mà ko cho chúng cháu đc nghỉ ạ 😪,CLEAN
Nguyễn Trọng Quốc nguyễn khánh toàn chứ trần cái gì,CLEAN
"Chuẩn luôn, ko thích theo dõi FB thì bỏ theo dõi đi. Theo dõi ng ta mà ko chấp nhận những gì ng ta đăng vậy hoá là sống giả tạo ah.",CLEAN
Ko phải là Undead nhưng tộc này là bất tử,CLEAN
Obama cũng tặng lại cho các bậc ở trên lá cờ của Venezuela =)),CLEAN
Nhìn khó chịu vch.,OFFENSIVE
Muốn thành nghiệp lớn thì phải cố gắng rèn giũa bản thân hoàn thiện hơn thôi! Âu cũng chỉ vì bát cơm...,CLEAN
Oc bã đậu chỉ có j thôi,OFFENSIVE
